name,name_hiragana,name_romaji,needs_correction
柳生,やぎゅう,yagyuu,1
静和,しずわ,shizuwa,1
幸手,さって,satte,1
南栗橋,みなみくりはし,minamikurihashi,1
杉戸高野台,すぎとたかのだい,sugitotakanodai,1
馬込沢,まごめざわ,magomezawa,1
増尾,ますお,masuo,1
鎌ヶ谷,かまがや,kamagaya,1
逆井,さかさい,sakasai,1
六実,むつみ,mutsumi,1
高柳,たかやなぎ,takayanagi,1
塚田,つかだ,tsukada,1
新船橋,しんふなばし,shinfunabashi,1
新柏,しんかしわ,shinkashiwa,1
豊四季,とよしき,toyoshiki,1
七光台,ななこうだい,nanakoudai,1
梅郷,うめさと,umesato,1
運河,うんが,unga,1
川間,かわま,kawama,1
南桜井,みなみさくらい,minamisakurai,1
藤の牛島,ふじのうしじま,fujinoushijima,1
清水公園,しみずこうえん,shimizukouen,1
八木崎,やぎさき,yagisaki,1
初石,はついし,hatsuishi,1
野田市,のだし,nodashi,1
江戸川台,えどがわだい,edogawadai,1
七里,ななさと,nanasato,1
北大宮,きたおおみや,kitaoomiya,1
岩槻,いわつき,iwatsuki,1
東岩槻,ひがしいわつき,higashiiwatsuki,1
豊春,とよはる,toyoharu,1
大宮公園,おおみやこうえん,oomiyakouen,1
飯山満,はさま,hasama,1
東海神,ひがしかいじん,higashikaijinn,1
東葉勝田台,とうようかつただい,touyoukatsutadai,1
船橋日大前,ふなばしにちだいまえ,funabashinichidaimae,1
八千代中央,やちよちゅうおう,yachiyochuuou,1
八千代緑が丘,やちよみどりがおか,yachiyomidorigaoka,1
南阿蘇水の生まれる里白水高原,みなみあそみずのうまれるさとはくすいこうげん,minamiasomizunoumarerusatoshiromizukougen,1
長陽,ちょうよう,chouyou,1
阿蘇下田城,あそしもだじょう,asoshimodajou,1
中松,なかまつ,nakamatsu,1
加勢,かせ,kase,1
高森,たかもり,takamori,1
阿蘇白川,あそしらかわ,asoshirakawa,1
見晴台,みはらしだい,miharashidai,1
紀ノ川,きのかわ,kinokawa,1
磯ノ浦,いそのうら,isonoura,1
西ノ庄,にしのしょう,nishinoshou,1
二里ヶ浜,にりがはま,nirigahama,1
中松江,なかまつえ,nakamatsue,1
泉佐野,いずみさの,izumisano,1
高野山,こうやさん,kouyasan,1
極楽橋,ごくらくばし,gokurakubashi,1
羽衣,うい,ui,1
高師浜,たかしのはま,takashinohama,1
伽羅橋,きゃらばし,kyarabashi,1
汐見橋,しおみばし,shiomibashi,1
芦原町,あしはらちょう,ashiharachou,1
下古沢,しもこさわ,shimokosawa,1
百舌鳥八幡,もずはちまん,mozuhachiman,1
大阪狭山市,おおさかさやまし,oosakasayamashi,1
紀伊清水,きいしみず,kiishimizu,1
林間田園都市,りんかんでんえんとし,rinkandenentoshi,1
天見,あまみ,amami,1
千早口,ちはやぐち,chihayaguchi,1
九度山,くどやま,kudoyama,1
三日市町,みっかいちちょう,mikkaichichou,1
沢ノ町,さわのちょう,sawanochou,1
岸里玉出,きしのさとたまで,kishinosatotamade,1
萩原天神,はぎはらてんじん,hagiharatennjinn,1
狭山,さやま,sayama,1
学文路,かむろ,kamuro,1
美加の台,みかのだい,mikanodai,1
我孫子前,あびこまえ,abikomae,1
初芝,はつしば,hatsushiba,1
紀見峠,きみとうげ,kimitouge,1
御幸辻,みゆきつじ,miyukitsuji,1
千代田,ちよだ,chiyoda,1
上古沢,かみこさわ,kamikosawa,1
紀伊細川,きいほそかわ,kiihosokawa,1
紀伊神谷,きいかみや,kiikamiya,1
高野下,こうやした,kouyashita,1
金剛,こんごう,kongou,1
帝塚山,てづかやま,tezukayama,1
北野田,きたのだ,kitanoda,1
住吉東,すみよしひがし,sumiyoshihigashi,1
白鷺,しらさぎ,shirasagi,1
津守,つもり,tsumori,1
西天下茶屋,にしてんかぢゃや,nishitenkajaya,1
堺東,さかいひがし,sakaihigashi,1
木津川,きづがわ,kizugawa,1
浅香山,あさかやま,asakayama,1
みさき公園,みさきこうえん,misakikouen,1
深日町,ふけちょう,fukechou,1
深日港,ふけこう,fukekou,1
多奈川,たながわ,tanagawa,1
今宮戎,いまみやえびす,imamiyaebisu,1
萩ノ茶屋,はぎのちゃや,haginochaya,1
粉浜,こはま,kohama,1
北助松,きたすけまつ,kitasukematsu,1
住吉大社,すみよしたいしゃ,sumiyoshitaisha,1
鶴原,つるはら,tsuruhara,1
淡輪,たんのわ,tannowa,1
堺,さかい,sakai,1
泉大津,いずみおおつ,izumiootsu,1
松ノ浜,まつのはま,matsunohama,1
蛸地蔵,たこじぞう,takojizou,1
岸和田,きしわだ,kishiwada,1
鳥取ノ荘,とっとりのしょう,tottorinoshou,1
住ノ江,すみのえ,suminoe,1
井原里,いはらのさと,iharanosato,1
樽井,たるい,tarui,1
石津川,いしづがわ,ishizugawa,1
二色浜,にしきのはま,nishikinohama,1
岡田浦,おかだうら,okadaura,1
吉見ノ里,よしみのさと,yoshiminosato,1
七道,しちどう,shichidou,1
忠岡,ただおか,tadaoka,1
諏訪ノ森,すわのもり,suwanomori,1
箱作,はこつくり,hakotsukuri,1
尾崎,おざき,ozaki,1
湊,みなと,minato,1
春木,はるき,haruki,1
浜寺公園,はまでらこうえん,hamaderakouen,1
孝子,きょうし,kyoushi,1
羽倉崎,はぐらざき,hagurazaki,1
高石,たかいし,takaishi,1
和泉大宮,いずみおおみや,izumioomiya,1
和歌山港,わかやまこう,wakayamakou,1
日生中央,にっせいちゅうおう,nisseichuuou,1
滝山,たきやま,takiyama,1
鼓滝,つづみがたき,tsudumigataki,1
絹延橋,きぬのべばし,kinunobebashi,1
一の鳥居,いちのとりい,ichinotorii,1
鴬の森,うぐいすのもり,uguisunomori,1
妙見口,みょうけんぐち,myoukenguchi,1
畦野,うねの,uneno,1
笹部,ささべ,sasabe,1
松風町,まつかぜちょう,matsukazechou,1
函館駅前,はこだてえきまえ,hakodateekimae,1
深堀町,ふかぼりちょう,fukaborichou,1
柏木町,かしわぎちょう,kashiwagichou,1
競馬場前,けいばじょうまえ,keibajoumae,1
昭和橋,しょうわばし,shouwabashi,1
堀川町,ほりかわちょう,horikawachou,1
中央病院前,ちゅうおうびょういんまえ,chuuoubyouinmae,1
杉並町,すぎなみちょう,suginamichou,1
駒場車庫前,こまばしゃこまえ,komabashakomae,1
湯の川,ゆのかわ,yunokawa,1
函館アリーナ前,はこだてありーなまえ,hakodateari-namae,1
千代台,ちよがだい,chiyogadai,1
五稜郭公園前,ごりょうかくこうえんまえ,goryoukakukouenmae,1
新川町,しんかわちょう,shinkawachou,1
湯の川温泉,ゆのかわおんせん,yunokawaonsen,1
谷地頭,やちがしら,yachigashira,1
宝来町,ほうらいちょう,houraichou,1
青柳町,あおやぎちょう,aoyagichou,1
十字街,じゅうじがい,juujigai,1
魚市場通,うおいちばどおり,uoichibadoori,1
函館どつく前,はこだてどっくまえ,hakodatedokkumae,1
公園上,こうえんかみ,kouennkami,1
強羅,ごうら,goura,1
公園下,こうえんしも,kouennshimo,1
中強羅,なかごうら,nakagoura,1
早雲山,そううんざん,souunnzann,1
上強羅,かみごうら,kamigoura,1
宮ノ下,みやのした,miyanoshita,1
箱根湯本,はこねゆもと,hakoneyumoto,1
大平台,おおひらだい,oohiradai,1
彫刻の森,ちょうこくのもり,choukokunomori,1
塔ノ沢,とうのさわ,tounosawa,1
入生田,いりうだ,iriuda,1
小涌谷,こわきだに,kowakidani,1
箱根板橋,はこねいたばし,hakoneitabashi,1
風祭,かざまつり,kazamatsuri,1
山麓,さんろく,sanroku,1
山上,さんじょう,sanjou,1
ケーブル延暦寺,けーぶるえんりゃくじ,ke-buruennryakuji,1
ケーブル坂本,けーぶるさかもと,ke-burusakamoto,1
袋,ふくろ,fukuro,1
水俣,みなまた,minamata,1
阿久根,あくね,akune,1
肥後田浦,ひごたのうら,higotanoura,1
米ノ津,こめのつ,komenotsu,1
野田郷,のだごう,nodagou,1
佐敷,さしき,sashiki,1
上田浦,かみたのうら,kamitanoura,1
西出水,にしいずみ,nishiizumi,1
西方,にしがた,nishigata,1
肥後高田,ひごこうだ,higokouda,1
日奈久温泉,ひなぐおんせん,hinaguonsen,1
海浦,うみのうら,uminoura,1
肥後二見,ひごふたみ,higofutami,1
薩摩高城,さつまたき,satsumataki,1
折口,おりぐち,origuchi,1
牛ノ浜,うしのはま,ushinohama,1
湯浦,ゆのうら,yunoura,1
たのうら御立岬公園,たのうらおたちみさきこうえん,tanouraotachimisakikouen,1
津奈木,つなぎ,tsunagi,1
高尾野,たかおの,takaono,1
薩摩大川,さつまおおかわ,satsumaookawa,1
草道,くさみち,kusamichi,1
上川内,かみせんだい,kamisenndai,1
丸の内,まるのうち,marunouchi,1
安野屋,やすのや,yasunoya,1
諏訪川原,すわのかわら,suwanokawara,1
富山大学前,とやまだいがくまえ,toyamadaigakumae,1
トヨタモビリティ富山Gスクエア五福前（五福末広町）,とよたもびりてぃとやまじーすくえあごふくまえ（ごふくすえひろちょう）,toyotamobirithitoyamaji-sukueagofukumae（gofukusuehirochou）,1
電鉄富山駅・エスタ前,でんてつとやまえき・えすたまえ,dentetsutoyamaeki・esutamae,1
南富山,みなみとやま,minamitoyama,1
上堀,かみほり,kamihori,1
大庄,おおしょう,ooshou,1
朝菜町,あさなまち,asanamachi,1
開発,かいほつ,kaihotsu,1
大川寺,だいせんじ,daisennji,1
上滝,かみだき,kamidaki,1
岩峅寺,いわくらじ,iwakuraji,1
布市,ぬのいち,nunoichi,1
不二越,ふじこし,fujikoshi,1
中加積,なかかづみ,nakakazumi,1
音沢,おとざわ,otozawa,1
堀川小泉,ほりかわこいずみ,horikawakoizumi,1
浦山,うらやま,urayama,1
地鉄ビル前,ちてつびるまえ,chitetsubirumae,1
電鉄魚津,でんてつうおづ,dentetsuuozu,1
越中泉,えっちゅういずみ,ecchuuizumi,1
東三日市,ひがしみっかいち,higashimikkaichi,1
浜加積,はまかづみ,hamakadumi,1
新宮川,しんみやかわ,shinnmiyakawa,1
宇奈月温泉,うなづきおんせん,unazukionsen,1
下立,おりたて,oritate,1
電気ビル前,でんきびるまえ,denkibirumae,1
越中舟橋,えっちゅうふなはし,ecchuufunahashi,1
西魚津,にしうおづ,nishiuozu,1
電鉄富山,でんてつとやま,dentetsutoyama,1
南富山駅前,みなみとやまえきまえ,minamitoyamaekimae,1
若栗,わかぐり,wakaguri,1
電鉄石田,でんてついしだ,dentetsuishida,1
広貫堂前,こうかんどうまえ,koukandoumae,1
西中野,にしなかの,nishinakano,1
愛本,あいもと,aimoto,1
越中中村,えっちゅうなかむら,ecchuunakamura,1
東新庄,ひがししんじょう,higashishinjou,1
上本町,かみほんまち,kamihonmachi,1
越中荏原,えっちゅうえばら,ecchuuebara,1
西滑川,にしなめりかわ,nishinamerikawa,1
中滑川,ちゅうなめりかわ,chuunamerikawa,1
早月加積,はやつきかづみ,hayatsukikadumi,1
上市,かみいち,kamiichi,1
電鉄黒部,でんてつくろべ,dentetsukurobe,1
荻生,おぎゅう,ogyuu,1
西町,にしちょう,nishichou,1
荒町,あらまち,aramachi,1
経田,きょうでん,kyouden,1
栃屋,とちや,tochiya,1
相ノ木,あいのき,ainoki,1
舌山,したやま,shitayama,1
長屋,ながや,nagaya,1
内山,うちやま,uchiyama,1
越中三郷,えっちゅうさんごう,ecchuusanngou,1
西加積,にしかづみ,nishikadumi,1
下立口,おりたてぐち,oritateguchi,1
新魚津,しんうおづ,shinuozu,1
下段,しただん,shitadann,1
榎町,えのきまち,enokimachi,1
田添,たぞえ,tazoe,1
稚子塚,ちごづか,chigozuka,1
横江,よこえ,yokoe,1
五百石,ごひゃっこく,gohyakkoku,1
立山,たてやま,tateyama,1
有峰口,ありみねぐち,arimineguchi,1
千垣,ちがき,chigaki,1
釜ヶ淵,かまがふち,kamagafuchi,1
沢中山,さわなかやま,sawanakayama,1
富士山,ふじさん,fujisan,1
富士急ハイランド,ふじきゅうはいらんど,fujikyuuhairando,1
河口湖,かわぐちこ,kawaguchiko,1
葭池温泉前,よしいけおんせんまえ,yoshiikeonsenmae,1
谷村町,やむらまち,yamuramachi,1
下吉田,しもよしだ,shimoyoshida,1
上大月,かみおおつき,kamiootsuki,1
三つ峠,みつとうげ,mitsutouge,1
禾生,かせい,kasei,1
田野倉,たのくら,tanokura,1
東桂,ひがしかつら,higashikatsura,1
寿,ことぶき,kotobuki,1
都留市,つるし,tsurushi,1
月江寺,げっこうじ,gekkouji,1
都留文科大学前,つるぶんかだいがくまえ,tsurubunkadaigakumae,1
東京ディズニーシー･ステーション,とうきょうでぃずにーしー･すてーしょん,toukyoudhizuni-shi-･sute-shonn,1
リゾートゲートウェイ･ステーション,りぞーとげーとうぇい･すてーしょん,rizo-toge-towei･sute-shonn,1
東京ディズニーランド･ステーション,とうきょうでぃずにーらんど･すてーしょん,toukyoudhizuni-ranndo･sute-shonn,1
ベイサイド･ステーション,べいさいど･すてーしょん,beisaido･sute-shonn,1
花堂,はなんどう,hanandou,1
たけふ新,たけふしん,takefushin,1
西鯖江,にしさばえ,nishisabae,1
福井城址大名町,ふくいじょうしだいみょうまち,fukuijoushidaimyoumachi,1
三十八社,さんじゅうはっしゃ,sannjuuhassha,1
福井駅,ふくいえき,fukuieki,1
水落,みずおち,mizuochi,1
ベル前,べるまえ,berumae,1
赤十字前,せきじゅうじまえ,sekijuujimae,1
商工会議所前,しょうこうかいぎしょまえ,shoukoukaigishomae,1
ハーモニーホール,はーもにーほーる,ha-moni-ho-ru,1
浅水,あそうず,asouzu,1
北府,きたご,kitago,1
足羽山公園口,あすわやまこうえんぐち,asuwayamakouenguchi,1
神明,しんめい,shinmei,1
江端,えばた,ebata,1
家久,いえひさ,iehisa,1
鳥羽中,とばなか,tobanaka,1
西山公園,にしやまこうえん,nishiyamakouen,1
仁愛女子高校,じんあいじょしこうこう,jinaijoshikoukou,1
サンドーム西,さんどーむにし,sanndo-munishi,1
東比恵,ひがしひえ,higashihie,1
唐人町,とうじんまち,toujinmachi,1
福岡空港,ふくおかくうこう,fukuokakuukou,1
天神,てんじん,tenjin,1
西新,にしじん,nishijin,1
中洲川端,なかすかわばた,nakasukawabata,1
大濠公園,おおほりこうえん,oohorikouen,1
室見,むろみ,muromi,1
箱崎九大前,はこざききゅうだいまえ,hakozakikyuudaimae,1
箱崎宮前,はこざきみやまえ,hakozakimiyamae,1
千代県庁口,ちよけんちょうぐち,chiyokenchouguchi,1
馬出九大病院前,まいだしきゅうだいびょういんまえ,maidashikyuudaibyouinnmae,1
桜坂,さくらざか,sakurazaka,1
賀茂,かも,kamo,1
茶山,ちゃやま,chayama,1
野芥,のけ,noke,1
福大前,ふくだいまえ,fukudaimae,1
渡辺通,わたなべどおり,watanabedoori,1
薬院大通,やくいんおおどおり,yakuinoodoori,1
七隈,ななくま,nanakuma,1
天神南,てんじんみなみ,tenjinminami,1
六本松,ろっぽんまつ,ropponnmatsu,1
次郎丸,じろうまる,jiroumaru,1
美術館図書館前,びじゅつかんとしょかんまえ,bijutsukantoshokanmae,1
桜水,さくらみず,sakuramizu,1
上松川,かみまつかわ,kamimatsukawa,1
飯坂温泉,いいざかおんせん,iizakaonnsenn,1
医王寺前,いおうじまえ,ioujimae,1
笹谷,ささや,sasaya,1
曽根田,そねだ,soneda,1
花水坂,はなみずざか,hanamizuzaka,1
岩代清水,いわしろしみず,iwashiroshimizu,1
上金田,かみかなだ,kamikanada,1
田川市立病院,たがわしりつびょういん,tagawashiritsubyouin,1
糒,ほしい,hoshii,1
ふれあい生力,ふれあいしょうりき,fureaishouriki,1
中泉,なかいずみ,nakaizumi,1
南直方御殿口,みなみのおがたごてんぐち,minaminoogatagotenguchi,1
あかぢ,あかぢ,akadi,1
金田,かなだ,kanada,1
藤棚,ふじたな,fujitana,1
人見,ひとみ,hitomi,1
下伊田,しもいた,shimoita,1
豊前大熊,ぶぜんおおくま,buzenookuma,1
大藪,おおやぶ,ooyabu,1
糸田,いとだ,itoda,1
犀川,さいがわ,saigawa,1
新豊津,しんとよつ,shintoyotsu,1
油須原,ゆすばる,yusubaru,1
勾金,まがりかね,magarikane,1
上伊田,かみいた,kamiita,1
今川河童,いまがわかっぱ,imagawakappa,1
美夜古泉,みやこいずみ,miyakoizumi,1
赤,あか,aka,1
内田,うちだ,uchida,1
源じいの森,げんじいのもり,gennjiinomori,1
崎山,さきやま,sakiyama,1
柿下温泉口,かきしたおんせんぐち,kakishitaonsenguchi,1
東犀川三四郎,ひがしさいがわさんしろう,higashisaigawasannshirou,1
杉山,すぎやま,sugiyama,1
向ヶ丘,むこうがおか,mukougaoka,1
柳生橋,やぎゅうばし,yagyuubashi,1
やぐま台,やぐまだい,yagumadai,1
小池,こいけ,koike,1
南栄,みなみさかえ,minamisakae,1
老津,おいつ,oitsu,1
愛知大学前,あいちだいがくまえ,aichidaigakumae,1
三河田原,みかわたはら,mikawatahara,1
大清水,おおしみず,ooshimizu,1
高師,たかし,takashi,1
芦原,あしはら,ashihara,1
新豊橋,しんとよはし,shintoyohashi,1
豊島,としま,toshima,1
東八町,ひがしはっちょう,higashihacchou,1
駅前,えきまえ,ekimae,1
前畑,まえはた,maehata,1
駅前大通,えきまえおおどおり,ekimaeoodoori,1
赤岩口,あかいわぐち,akaiwaguchi,1
豊橋公園前,とよはしこうえんまえ,toyohashikouenmae,1
東田坂上,あずまださかうえ,azumadasakaue,1
札木,ふだぎ,fudagi,1
東田,あずまだ,azumada,1
くびき,くびき,kubiki,1
魚沼丘陵,うおぬまきゅうりょう,uonumakyuuryou,1
大池いこいの森,おおいけいこいのもり,ooikeikoinomori,1
しんざ,しんざ,shinza,1
ほくほく大島,ほくほくおおしま,hokuhokuooshima,1
美佐島,みさしま,misashima,1
まつだい,まつだい,matsudai,1
虫川大杉,むしがわおおすぎ,mushigawaoosugi,1
うらがわら,うらがわら,uragawara,1
木古内,きこない,kikonai,1
緑,みどり,midori,1
川湯温泉,かわゆおんせん,kawayuonsen,1
鱒浦,ますうら,masuura,1
止別,やむべつ,yamubetsu,1
桂台,かつらだい,katsuradai,1
網走,あばしり,abashiri,1
浜小清水,はまこしみず,hamakoshimizu,1
中斜里,なかしゃり,nakashari,1
茅沼,かやぬま,kayanuma,1
美留和,びるわ,biruwa,1
塘路,とうろ,touro,1
清里町,きよさとちょう,kiyosatochou,1
藻琴,もこと,mokoto,1
札弦,さっつる,sattsuru,1
東釧路,ひがしくしろ,higashikushiro,1
摩周,ましゅう,mashuu,1
原生花園,げんせいかえん,genseikaen,1
遠矢,とおや,tooya,1
釧路湿原,くしろしつげん,kushiroshitsugen,1
磯分内,いそぶんない,isobunnai,1
知床斜里,しれとこしゃり,shiretokoshari,1
細岡,ほそおか,hosooka,1
標茶,しべちゃ,shibecha,1
五稜郭,ごりょうかく,goryoukaku,1
清川口,きよかわぐち,kiyokawaguchi,1
上磯,かみいそ,kamiiso,1
茂辺地,もへじ,moheji,1
七重浜,ななえはま,nanaehama,1
泉沢,いずみさわ,izumisawa,1
札苅,さつかり,satsukari,1
東久根別,ひがしくねべつ,higashikunebetsu,1
釜谷,かまや,kamaya,1
久根別,くねべつ,kunebetsu,1
渡島当別,おしまとうべつ,oshimatoubetsu,1
厚岸,あっけし,akkeshi,1
姉別,あねべつ,anebetsu,1
昆布盛,こんぶもり,konbumori,1
落石,おちいし,ochiishi,1
帯広,おびひろ,obihiro,1
音別,おんべつ,onbetsu,1
十弗,とおふつ,toofutsu,1
門静,もんしず,monshizu,1
利別,としべつ,toshibetsu,1
尾幌,おぼろ,oboro,1
西庶路,にししょろ,nishishoro,1
庶路,しょろ,shoro,1
白糠,しらぬか,shiranuka,1
厚内,あつない,atsunai,1
釧路,くしろ,kushiro,1
東根室,ひがしねむろ,higashinemuro,1
浦幌,うらほろ,urahoro,1
別当賀,べっとが,bettoga,1
新大楽毛,しんおたのしけ,shinnotanoshike,1
札内,さつない,satsunai,1
上尾幌,かみおぼろ,kamioboro,1
茶内,ちゃない,chanai,1
厚床,あっとこ,attoko,1
大楽毛,おたのしけ,otanoshike,1
豊頃,とよころ,toyokoro,1
別保,べっぽ,beppo,1
西和田,にしわだ,nishiwada,1
新吉野,しんよしの,shinyoshino,1
幕別,まくべつ,makubetsu,1
浜中,はまなか,hamanaka,1
根室,ねむろ,nemuro,1
富良野,ふらの,furano,1
野花南,のかなん,nokanan,1
赤平,あかびら,akabira,1
下金山,しもかなやま,shimokanayama,1
芽室,めむろ,memuro,1
新得,しんとく,shintoku,1
山部,やまべ,yamabe,1
上芦別,かみあしべつ,kamiashibetsu,1
幾寅,いくとら,ikutora,1
芦別,あしべつ,ashibetsu,1
大成,たいせい,taisei,1
茂尻,もしり,moshiri,1
柏林台,はくりんだい,hakurindai,1
東鹿越,ひがししかごえ,higashishikagoe,1
西帯広,にしおびひろ,nishiobihiro,1
布部,ぬのべ,nunobe,1
十勝清水,とかちしみず,tokachishimizu,1
東滝川,ひがしたきかわ,higashitakikawa,1
滝川,たきかわ,takikawa,1
桑園,そうえん,souen,1
北海道医療大学,ほっかいどういりょうだいがく,hokkaidouiryoudaigaku,1
篠路,しのろ,shinoro,1
あいの里公園,あいのさとこうえん,ainosatokouen,1
太美,ふとみ,futomi,1
百合が原,ゆりがはら,yurigahara,1
あいの里教育大,あいのさときょういくだい,ainosatokyouikudai,1
当別,とうべつ,toubetsu,1
太平,たいへい,taihei,1
八軒,はちけん,hachikenn,1
新琴似,しんことに,shinkotoni,1
拓北,たくほく,takuhoku,1
志文,しぶん,shibunn,1
栗丘,くりおか,kurioka,1
栗山,くりやま,kuriyama,1
由仁,ゆに,yuni,1
古山,ふるさん,furusann,1
安平,あびら,abira,1
栗沢,くりさわ,kurisawa,1
岩見沢,いわみざわ,iwamizawa,1
白老,しらおい,shiraoi,1
鷲別,わしべつ,washibetsu,1
母恋,ぼこい,bokoi,1
登別,のぼりべつ,noboribetsu,1
洞爺,とうや,touya,1
東室蘭,ひがしむろらん,higashimuroran,1
早来,はやきた,hayakita,1
豊浦,とようら,toyoura,1
沼ノ端,ぬまのはた,numanohata,1
伊達紋別,だてもんべつ,datemonbetsu,1
幌別,ほろべつ,horobetsu,1
崎守,さきもり,sakimori,1
輪西,わにし,wanishi,1
遠浅,とあさ,toasa,1
萩野,はぎの,hagino,1
大岸,おおきし,ookishi,1
青葉,あおば,aoba,1
小幌,こぼろ,koboro,1
礼文,れぶん,rebun,1
有珠,うす,usu,1
社台,しゃだい,shadai,1
糸井,いとい,itoi,1
長万部,おしゃまんべ,oshamanbe,1
御崎,みさき,misaki,1
竹浦,たけうら,takeura,1
静狩,しずかり,shizukari,1
虎杖浜,こじょうはま,kojouhama,1
苫小牧,とまこまい,tomakomai,1
稀府,まれっぷ,mareppu,1
長和,ながわ,nagawa,1
北吉原,きたよしはら,kitayoshihara,1
錦岡,にしきおか,nishikioka,1
室蘭,むろらん,muroran,1
本輪西,もとわにし,motowanishi,1
北舟岡,きたふなおか,kitafunaoka,1
雄信内,おのっぷない,onoppunai,1
智北,ちほく,chihoku,1
北永山,きたながやま,kitanagayama,1
美深,びふか,bifuka,1
旭川,あさひかわ,asahikawa,1
初野,はつの,hatsuno,1
蘭留,らんる,rannru,1
糠南,ぬかなん,nukanann,1
智恵文,ちえぶん,chiebun,1
塩狩,しおかり,shiokari,1
名寄高校,なよろこうこう,nayorokoukou,1
天塩中川,てしおなかがわ,teshionakagawa,1
永山,ながやま,nagayama,1
和寒,わっさむ,wassamu,1
天塩川温泉,てしおがわおんせん,teshiogawaonsen,1
筬島,おさしま,osashima,1
旭川四条,あさひかわよじょう,asahikawayojou,1
問寒別,といかんべつ,toikanbetsu,1
多寄,たよろ,tayoro,1
恩根内,おんねない,onnenai,1
佐久,さく,saku,1
剣淵,けんぶち,kenbuchi,1
比布,ぴっぷ,pippu,1
新旭川,しんあさひかわ,shinasahikawa,1
士別,しべつ,shibetsu,1
名寄,なよろ,nayoro,1
風連,ふうれん,fuuren,1
咲来,さっくる,sakkuru,1
瑞穂,みずほ,mizuho,1
音威子府,おといねっぷ,otoineppu,1
豊富,とよとみ,toyotomi,1
抜海,ばっかい,bakkai,1
幌延,ほろのべ,horonobe,1
下沼,しもぬま,shimonuma,1
勇知,ゆうち,yuuchi,1
南幌延,みなみほろのべ,minamihoronobe,1
兜沼,かぶとぬま,kabutonuma,1
南稚内,みなみわっかない,minamiwakkanai,1
稚内,わっかない,wakkanai,1
新夕張,しんゆうばり,shinyuubari,1
占冠,しむかっぷ,shimukappu,1
滝ノ上,たきのうえ,takinoue,1
トマム,とまむ,tomamu,1
南千歳,みなみちとせ,minamichitose,1
川端,かわばた,kawabata,1
瀬戸瀬,せとせ,setose,1
西女満別,にしめまんべつ,nishimemanbetsu,1
美幌,びほろ,bihoro,1
遠軽,えんがる,engaru,1
生田原,いくたはら,ikutahara,1
愛し野,いとおしの,itooshino,1
北見,きたみ,kitami,1
女満別,めまんべつ,memanbetsu,1
端野,たんの,tanno,1
相内,あいのない,ainonai,1
西留辺蘂,にしるべしべ,nishirubeshibe,1
留辺蘂,るべしべ,rubeshibe,1
東相内,ひがしあいのない,higashiainonai,1
西北見,にしきたみ,nishikitami,1
丸瀬布,まるせっぷ,maruseppu,1
呼人,よびと,yobito,1
安国,やすくに,yasukuni,1
柏陽,はくよう,hakuyou,1
緋牛内,ひうしない,hiushinai,1
上川,かみかわ,kamikawa,1
安足間,あんたろま,antaroma,1
当麻,とうま,touma,1
中愛別,なかあいべつ,nakaaibetsu,1
愛別,あいべつ,aibetsu,1
伊香牛,いかうし,ikaushi,1
東旭川,ひがしあさひかわ,higashiasahikawa,1
南永山,みなみながやま,minaminagayama,1
白滝,しらたき,shirataki,1
愛山,あいざん,aizan,1
桜岡,さくらおか,sakuraoka,1
上野幌,かみのっぽろ,kaminopporo,1
北広島,きたひろしま,kitahiroshima,1
新千歳空港,しんちとせくうこう,shinchitosekuukou,1
長都,おさつ,osatsu,1
恵庭,えにわ,eniwa,1
恵み野,めぐみの,megumino,1
平和,へいわ,heiwa,1
新札幌,しんさっぽろ,shinnsapporo,1
サッポロビール庭園,さっぽろびーるていえん,sapporobi-ruteienn,1
島松,しままつ,shimamatsu,1
植苗,うえなえ,uenae,1
鵡川,むかわ,mukawa,1
勇払,ゆうふつ,yuufutsu,1
浜厚真,はまあつま,hamaatsuma,1
妹背牛,もせうし,moseushi,1
深川,ふかがわ,fukagawa,1
近文,ちかぶみ,chikabumi,1
江部乙,えべおつ,ebeotsu,1
納内,おさむない,osamunai,1
野幌,のっぽろ,nopporo,1
銭函,ぜにばこ,zenibako,1
美唄,びばい,bibai,1
銀山,ぎんざん,ginzan,1
豊幌,とよほろ,toyohoro,1
小樽,おたる,otaru,1
南小樽,みなみおたる,minamiotaru,1
倶知安,くっちゃん,kucchann,1
塩谷,しおだに,shiodani,1
比羅夫,ひらふ,hirafu,1
ニセコ,にせこ,niseko,1
然別,しかりべつ,shikaribetsu,1
蘭越,らんこし,rankoshi,1
稲穂,いなほ,inaho,1
札幌,さっぽろ,sapporo,1
小沢,こざわ,kozawa,1
厚別,あつべつ,atsubetsu,1
昆布,こんぶ,konbu,1
蘭島,らんしま,ranshima,1
砂川,すながわ,sunagawa,1
手稲,ていね,teine,1
光珠内,こうしゅない,koushunai,1
峰延,みねのぶ,minenobu,1
奈井江,ないえ,naie,1
江別,えべつ,ebetsu,1
大麻,おおあさ,ooasa,1
小樽築港,おたるちっこう,otaruchikkou,1
余市,よいち,yoichi,1
星置,ほしおき,hoshioki,1
ほしみ,ほしみ,hoshimi,1
幌向,ほろむい,horomui,1
苗穂,なえぼ,naebo,1
稲積公園,いなづみこうえん,inazumikouen,1
仁木,にき,niki,1
豊沼,とよぬま,toyonuma,1
茶志内,ちゃしない,chashinai,1
発寒中央,はっさむちゅうおう,hassamuchuuou,1
